answer_text,word_count,dream_entry_title,date,respondent,survey,"Sex Assigned at Birth","Typical Dreams: Falling","Age Range",Age,"ZIP Code","Income Tier","Income (values)",Race/Ethnicity,"Education Level","Education Level (values)","Race/Ethnicity (values)",Region,"College Degree","Race Recode","Political Ideology","Political Ideology 2","Religious Affiliation A","Born Again Christian","Marital status","Marital Status A",<none>,"Coffee drinkers at home","<BR>Do you or anyone in your household brew any of the coffee consumed at home on a Keurig single brew (k-cup) machine?","Religious Worship A","Tea Party Views","Passport Ownership","US State of Residence",ID,"Political Party x Race/Ethnicity","Marital Status & Gender",TIME,Total,"Would you be interested in speaking with a reporter about the results of this survey?","More Spiritual Than Religious","Insomnia Nights Per Week A",Likelihood,"Ideology Recoded","Typical Dreams: Flying",DATE1,DATE2,Generation,"Earliest Remembered Dream: Recurrent","2008 President","Hours of sleep per night","Typical Dreams: Sexual","Parent of a young child","Would you be interested in participating in an interactive online focus group in the future?","Sexual Dreams Before Waking Sexual Activity","Typical Dreams: Just Like Waking Life","Typical Dreams: Awareness","Typical Dreams: Control","Most Recent Dream: Recurrent","Worst Nightmare: Recurrent",Registered,"2008 Presidential Vote","Political Party","Dream Recall","2008 results","Nightmare Recall",Party,"Talking About Dreams","Typical Dreams: Visitation","Typical Dreams: Being Chased or Attacked","Race/Ethnicity D"
"being trapped and unable to move or escape",8,"Dream Text: Worst Nightmare",2010-08-03T05:14:12+00:00,zogby_052110:33695,"2010 Demographic Survey",Male,"Not sure",50-64,45-64,33308,"Low-middle income",$35-50K,White,"College Degree",Col+,White,South,"College Degree+",1,Lib,3,Other/None,,D/W/S,Divorced/separated,60.00,Yes,No,Never,"Not Important",Yes,Florida,"1,037,109","White Ind","Other Male","39,879",Total,"Not sure","NS/not religious or spiritual",1,"Very likely",Liberal,"Not sure",22,22,Woodstockers,,Obama,6.5,Yes,No,,Yes,"Not sure",Yes,No,Yes,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Less often than once a month",Obama,"Less than once a month",Independent,Never,"Not sure","Not sure",No/NS
"I was walking downstairs and a family member got gored in a favorite chair of mine.",16,"Dream Text: Worst Nightmare",2010-08-03T05:14:15+00:00,zogby_052110:34159,"2010 Demographic Survey",Male,Yes,35-49,30-44,27517,"High income",$100+,White,"College Degree",Col+,White,South,"College Degree+",1,Prog,"Extremely liberal",Protestant,No/NS,Married,Married,40.00,Yes,No,Weekly+,"Not Important",Yes,"North Carolina","410,833","White Dem","Married Male","39,993",Total,Yes,No,0,"Very likely",Liberal,"Not sure",22,22,Nikes,No,Obama,7.5,Yes,No,,No,Yes,No,No,,No,Yes,Obama,Democratic,"Less often than once a month",Obama,Never,Democratic,"Less than once a month",No,Yes,No/NS
"Being lost in the Pentagon Building",6,"Dream Text: Worst Nightmare",2010-08-03T05:13:31+00:00,zogby_052110:29186,"2010 Demographic Survey",Male,Yes,65+,65+,2632,"Middle income",$50-75K,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Mod,4,Catholic,,D/W/S,Widowed,80.00,Yes,No,Weekly+,"Not Important",No/NS,Massachusetts,"1,053,041","White Ind","Other Male","39,970",Total,No,"NS/not religious or spiritual",2,"Very likely",Moderate,No,22,22,Privates,,Obama,8,No,No,,,Yes,"Not sure",No,,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Once a week",Obama,"About once a week",Independent,"Less than once a month",Yes,No,No/NS
"I dreamed that aliens had emerged from wall by my bed and we dragging me away, back with them. I woke shaking with fear and silently screaming. It was weeks before I was free of the dread and shock. Even tho this dream occurred nearly 15 years ago, I can still feel the shock and horror of it.",58,"Dream Text: Worst Nightmare",2010-08-03T05:14:03+00:00,zogby_052110:32661,"2010 Demographic Survey",Male,Yes,50-64,45-64,16803,"Low income",$25-35K,Other,"Some College",SomeCol,Other,Northeast,"No College Degree",0,Prog,"Extremely liberal",Other/None,,D/W/S,Divorced/separated,59.00,No,No,Rarely,"Not Important",Yes,Pennsylvania,"978,043",Other,"Other Male","39,971",Total,Yes,Yes,0,"Very likely",Liberal,Yes,22,22,Woodstockers,,Obama,7,Yes,No,,Yes,Yes,Yes,Yes,,No,Yes,Obama,Democratic,"Several times a week",Obama,"Less than once a month",Democratic,Never,Yes,Yes,No/NS
"The one I already described",5,"Dream Text: Worst Nightmare",2010-08-03T05:13:34+00:00,zogby_052110:29445,"2010 Demographic Survey",Female,No,65+,65+,"Refused to answer",,,White,"College Degree",Col+,White,South,"College Degree+",1,Cons,8,Protestant,No/NS,Married,Married,67.00,Yes,No,1-2/Mo,"Not sure",Yes,Texas,"1,188,617","White Rep","Married Female","40,181",Total,No,Yes,1,"Very likely",Conservative,No,22,22,Privates,No,McCain,6,No,No,,,"Not sure","Not sure","Not sure",,No,Yes,McCain,Republican,"Less often than once a month",McCain,"Less than once a month",Republican,Never,Yes,Yes,No/NS
"The polar bear dream that I have just mentioned",9,"Dream Text: Worst Nightmare",2010-08-03T05:12:00+00:00,zogby_052110:4041,"2010 Demographic Survey",Male,Yes,18-24,18-29,17870,"High income",$100+,White,"Some College",SomeCol,White,Northeast,"No College Degree",1,Mod,4,Other/None,,Single,"Single, never married",23.00,Yes,No,Rarely,"Not Important",Yes,Pennsylvania,"1,198,136","White Ind","Other Male","40,264",Total,Yes,"NS/not religious or spiritual",7,"Very likely",Moderate,No,22,22,"First Globals",,Obama,6,Yes,No,,"Not sure",Yes,No,No,Yes,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Several times a week",Obama,"Two or three times a month",Independent,Never,No,Yes,No/NS
"This same dream.",3,"Dream Text: Worst Nightmare",2010-08-03T05:12:55+00:00,zogby_052110:24568,"2010 Demographic Survey",Female,Yes,50-64,45-64,98108,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,West,"College Degree+",1,Cons,7,Protestant,Yes,D/W/S,Divorced/separated,61.00,No,No,Weekly,"Somewhat important",No/NS,Washington,"4,973","White Ind","Other Female","40,295",Total,"Not sure",Yes,0,"Very likely",Conservative,No,22,22,Woodstockers,Yes,McCain,7.5,Yes,Yes,,No,Yes,No,No,"Not sure",Yes,Yes,McCain,Independent/unenrolled/Unaffiliated,"Several times a week",McCain,"Less than once a month",Independent,"Less than once a month",Yes,Yes,No/NS
"After watching the original black and white movie, Last of the Mohicans on our 7 inch tv, probably 7 years old, I dreamed that night of a band of Mohican warriors breaking into our house. Brandishing tomahawks and warpaint, they set out to scalp and kill us. I remember my heart beating fast, and hiding behind the ironing board in the pantry, but in later dreams exactly like this one, found safety in the bottom of an ironing basket on an enclosed back porch, underneath shirts and dresses. It was so vivid and terrifying, I was afraid to get out of bed after being awaked by it for fear they really were still there.",114,"Dream Text: Worst Nightmare",2010-08-03T05:12:31+00:00,zogby_052110:17365,"2010 Demographic Survey",Female,Yes,50-64,45-64,60102,"High income",$100+,Other,"College Degree",Col+,Other,Midwest,"College Degree+",5,Cons,7,Other/None,,Married,Married,54.00,Yes,No,Rarely,"Somewhat important",Yes,Illinois,"10,661",Other,"Married Female","38,314",Total,Yes,Yes,1,"Very likely",Conservative,Yes,22,22,Woodstockers,No,Obama,8,Yes,No,,Yes,Yes,Yes,Yes,,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"1 to 3 times a month",Obama,"Less than once a month",Independent,Never,Yes,Yes,No/NS
"Falling and awaken just before I hit the ground",9,"Dream Text: Worst Nightmare",2010-08-03T05:14:15+00:00,zogby_052110:34114,"2010 Demographic Survey",Male,Yes,50-64,45-64,49519,"Middle income",$50-75K,White,"Some College",SomeCol,White,Midwest,"No College Degree",1,Mod,5,Protestant,No/NS,Married,Married,64.00,Yes,No,1-2/Mo,"Not Important",Yes,Michigan,"926,103","White Ind","Married Male","40,434",Total,No,Yes,1,"Very likely",Moderate,No,22,22,Woodstockers,No,Other,8.5,Yes,No,,Yes,Yes,Yes,"Not sure",No,No,Yes,Nader,Independent/unenrolled/Unaffiliated,"Several times a week",Nader,"Less than once a month",Independent,"Two or three times a month",Yes,Yes,No/NS
"fire fight in nam",4,"Dream Text: Worst Nightmare",2010-08-03T05:14:17+00:00,zogby_052110:34321,"2010 Demographic Survey",Male,No,50-64,45-64,16505,"Middle income",$50-75K,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Mod,6,Catholic,,Married,Married,62.00,Yes,No,Weekly,"Very important",Yes,Pennsylvania,"1,043,255","White Dem","Married Male","40,456",Total,Yes,Yes,5,"Very likely",Moderate,No,22,22,Woodstockers,No,McCain,6,No,No,,,Yes,No,Yes,Yes,Yes,Yes,McCain,Democratic,"Almost every morning or more often",McCain,"Several times a week",Democratic,"Two or three times a month",Yes,Yes,No/NS
"being chased by any number of villains (animal or human).",10,"Dream Text: Worst Nightmare",2010-08-03T05:13:03+00:00,zogby_052110:25580,"2010 Demographic Survey",Male,No,50-64,45-64,22301,"High income",$100+,White,"College Degree",Col+,White,South,"College Degree+",1,Prog,"Extremely liberal",Other/None,,"Civil union","Civil Union/domestic partnership",59.00,Yes,No,Rarely,"Not Important",Yes,Virginia,"84,913","White Ind","Other Male","39,991",Total,Yes,"NS/not religious or spiritual",4,"Very likely",Liberal,No,22,22,Woodstockers,Yes,Obama,6,No,No,,,Yes,No,No,,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"1 to 3 times a month",Obama,"Not sure",Independent,"Two or three times a month",No,Yes,No/NS
"A few months after I stopped drinking alcohol, I dreamed that I was drinking again. What made it so bad was that it was the most real dream I ever had. I thought I had fallen off the wagon and I hated it.",43,"Dream Text: Worst Nightmare",2010-08-03T05:13:55+00:00,zogby_052110:31603,"2010 Demographic Survey",Male,No,65+,65+,97089,"High income",$100+,White,"College Degree",Col+,White,West,"College Degree+",1,Prog,"Extremely liberal",Protestant,No/NS,Married,Married,66.00,Yes,No,1-2/Mo,"Not Important",Yes,Oregon,"1,125,981","White Dem","Married Male","40,534",Total,No,Yes,0,"Very likely",Liberal,No,22,22,Privates,,Obama,7.5,Yes,No,,"Not sure",Yes,Yes,No,,No,Yes,Obama,Democratic,"1 to 3 times a month",Obama,Never,Democratic,"Less than once a month",No,No,No/NS
"i had issuses with an enemy",6,"Dream Text: Worst Nightmare",2010-08-03T05:12:51+00:00,zogby_052110:24028,"2010 Demographic Survey",Male,Yes,50-64,45-64,55904,"High income",$100+,Other,"College Degree",Col+,Other,Midwest,"College Degree+",0,Cons,8,Protestant,Yes,Married,Married,55.00,Yes,No,1-2/Mo,"Very important",No/NS,Minnesota,"946,837",Other,"Married Male","40,680",Total,Yes,"NS/not religious or spiritual",1,"Very likely",Conservative,No,22,22,Woodstockers,,McCain,7,Yes,No,,"Not sure",Yes,Yes,"Not sure",,Yes,Yes,McCain,Republican,"Several times a week",McCain,"Two or three times a month",Republican,"About once a week",Yes,Yes,No/NS
"Unfortunately, I don't remember many dreams. I'm often aware that I dreamt, and remember a few things, but don't recall the whole thing and forget it after a day or two. But I do remember dreaming that I was playing baseball, and that as I ran for home, the catcher jumped on me and stabbed me. (I was maybe 10 at the time; he was a classmate of mine). I also remember being surrounded by other kids, like we were playing dodgeball, but instead they had knives and were stabbing me. I also have had dissociative states where I felt I was being kicked and beaten, but I was not asleep at the time, so they aren't really dreams. And though this is not really a nightmare, I remember a dream when I was around 18 or 20, maybe a bit older. I was taking a nap at my parents' house, in the end room of a ranch house where a door led to the outside. I dreamt that my brother, who died when I was 16 (he was almost 12) was on the other side of the screen door, banging on it and begging to be let in, while I was standing inside and wouldn't let him in. He was so close, just on the other side of the door, I could almost touch him......I woke to find my dad banging on the screen door, as it was latched and he could not get in. The dream was very unsettling, because my brother had seemed so real, he was less than a foot away, but I was teasing him, and I wanted so badly for him to come back.....",281,"Dream Text: Worst Nightmare",2010-08-03T05:13:34+00:00,zogby_052110:29440,"2010 Demographic Survey",Female,Yes,35-49,30-44,78209,"Low income","< $25K",Other,"College Degree",Col+,Other,South,"College Degree+",0,Mod,4,Other/None,,Single,"Single, never married",42.00,Yes,No,Never,"Not Important",Yes,Texas,"350,073",Other,"Other Female","39,126",Total,Yes,"NS/not religious or spiritual",0,"Very likely",Moderate,Yes,22,22,Nikes,No,Obama,6.5,Yes,No,,"Not sure","Not sure",Yes,"Not sure",No,No,Yes,Obama,Democratic,"1 to 3 times a month",Obama,"Less than once a month",Democratic,"Less than once a month",Yes,Yes,No/NS
"I can't recall any really bad ones; this is the strangest. I am removeing something from the trunk of my car, only one item I identified. It is a yellow rain coat. It is a long style like a slicker or an old duster worn in western movies. It is raining and in the process of retrieving the coat I drop it on the wet ground. It is now difficult for me to see it because it is being rapidly covered by snow. As I scrape away at the snow, I canÆt find the coat. Wile talking to my brother we become distracted by people coming by the house on the road. I canÆt see all of the people because the snow must have been plowed because there is quite a bank of snow along the length of the street. More and more people appear in the street and their attention is being drawn to the middle of the street as though there was an accident or something of similar compelling interest. I turn back to Bob but he is out of sight. I decide to go to the road to see what is going on but I find my paralyzed as is everyone else in sight. I now find myself in the living room and it is late evening specifically 10:00pm and for some reason I become aware that I went out to the car at 2:00pm. There along with Bob are a number of complete strangers. Mostly men. One man an elderly gentleman, pot-bellied, and gray hair wearing a faded green shirt seems to be in a melancholy mood and talks to me later about his loss. Not clearly defined but may be his wife. Bob implies that I have been in some kind of an unconscious state for those missing eight hours. Another man appears in the room. He speaks and while I donÆt remember the details, I found it threatening enough to get my handgun from my bedroom and put it into my pocket. Back outside I hear comings and going from a house on the other side of the street. A vehicle leaves from that house and for some reason I follow it in mine. Speeding through the city I am no longer following but seem to be heading for a specific destination. As I proceed at a high speed I deliberately crash into a truck sideswiping it. After that as I approach a yellow house (wood frame, narrow siding) I aim my vehicle for the corner of the building and crash right through taking out a You cut me off at under 1900 caracters",443,"Dream Text: Worst Nightmare",2010-08-03T05:13:56+00:00,zogby_052110:31786,"2010 Demographic Survey",Male,No,65+,65+,54241,"Middle income",$50-75K,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Cons,8,Catholic,,D/W/S,Divorced/separated,70.00,Yes,No,Weekly,"Somewhat important",No/NS,Wisconsin,"77,451","White Ind","Other Male","43,919",Total,Yes,No,7,"Very likely",Conservative,No,22,22,Privates,No,McCain,"5 or less",No,No,,,Yes,Yes,No,No,No,Yes,McCain,Independent/unenrolled/Unaffiliated,"Less often than once a month",McCain,"Less than once a month",Independent,Never,No,No,No/NS
"The worst nightmares I recall involve being under threar of danger, and being unable to move.",16,"Dream Text: Worst Nightmare",2010-08-03T05:12:48+00:00,zogby_052110:23673,"2010 Demographic Survey",Female,Yes,50-64,45-64,38018,"High income",$100+,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Prog,"Extremely liberal",Other/None,,Married,Married,54.00,Yes,No,Rarely,"Not Important",Yes,Tennessee,"964,519","White Dem","Married Female","40,252",Total,Yes,"NS/not religious or spiritual",7,"Very likely",Liberal,Yes,22,22,Woodstockers,No,Obama,6,Yes,No,,Yes,No,Yes,"Not sure",Yes,Yes,Yes,Obama,Democratic,"Almost every morning or more often",Obama,"Almost every morning",Democratic,"Several times a week",Yes,Yes,No/NS
"I was being chased and kept running and running but couldn't lose the ppeople chasing me. I came to a cliff and jumped. That's when I woke up.",28,"Dream Text: Worst Nightmare",2010-08-03T05:13:03+00:00,zogby_052110:25606,"2010 Demographic Survey",Male,Yes,50-64,45-64,16508,"High income",$100+,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Lib,2,Catholic,,Married,Married,58.00,Yes,No,Weekly+,"Not Important",Yes,Pennsylvania,"899,097","White Dem","Married Male","40,985",Total,No,No,1,"Very likely",Liberal,Yes,22,22,Woodstockers,No,Obama,6.5,Yes,No,,No,No,Yes,"Not sure",,No,Yes,Obama,Democratic,"Several times a week",Obama,"Less than once a month",Democratic,"Two or three times a month",Yes,Yes,No/NS
"A creepy old haggard woman with a black hood kept slowly walking towards me with her hands out, I kept trying to get away from her but she kept coming. I was thinking if she touched me I'd die. My heart was pounding and I must have been making noises in my sleep as my husband reached out and touched my hands for real, and just at that moment the old creepy woman touched my hands and I let out a bloody curdling scream. It took a long time to recover after waking up. It is still very vivid.",99,"Dream Text: Worst Nightmare",2010-08-03T05:12:52+00:00,zogby_052110:24173,"2010 Demographic Survey",Female,No,35-49,45-64,34465,"Upper-middle income",$75-100K,White,"Some College",SomeCol,White,South,"No College Degree",1,Mod,4,Other/None,,Married,Married,46.00,Yes,No,Rarely,"Not Important",Yes,Florida,"890,851","White Dem","Married Female","40,258",Total,"Not sure",Yes,0,"Very likely",Moderate,No,22,22,Woodstockers,,Obama,7.5,No,No,,,No,Yes,Yes,Yes,No,Yes,Obama,Democratic,"Once a week",Obama,"Less than once a month",Democratic,"About once a week",No,No,No/NS
"I was living in an old house, and found a way up to the attic, which was inexplicably HUGE, dark, and full of frightening things. Can't describe them now, but it was disturbing. Had the same dream over a period of time. Would have made a great horror movie.",49,"Dream Text: Worst Nightmare",2010-08-03T05:13:17+00:00,zogby_052110:27429,"2010 Demographic Survey",Female,No,50-64,45-64,97405,"High income",$100+,White,"Some College",SomeCol,White,West,"No College Degree",1,Lib,3,Other/None,,Married,Married,0.53,Yes,No,Never,"Not Important",Yes,Oregon,"1,062,715","White Dem","Married Female","41,120",Total,Yes,"NS/not religious or spiritual",6,"Very likely",Liberal,Yes,22,22,Woodstockers,Yes,Obama,6.5,Yes,No,,"Not sure",Yes,Yes,"Not sure",No,Yes,Yes,Obama,Democratic,"Several times a week",Obama,"Less than once a month",Democratic,"Two or three times a month",Yes,No,No/NS
"Being ATTACKED in some way & feeling as though I cannot fight back or ALL my efforts are FRUITLESS....usually wake up in a start",24,"Dream Text: Worst Nightmare",2010-08-03T05:12:50+00:00,zogby_052110:23893,"2010 Demographic Survey",Male,Yes,50-64,45-64,1826,"Upper-middle income",$75-100K,White,"Some College",SomeCol,White,Northeast,"No College Degree",1,Cons,7,Protestant,No/NS,"Civil union","Civil Union/domestic partnership",57.00,Yes,No,Rarely,"Somewhat important",No/NS,Massachusetts,"914,049","White Ind","Other Male","41,191",Total,Yes,Yes,1,"Very likely",Conservative,No,22,22,Woodstockers,Yes,McCain,7.5,Yes,No,,Yes,Yes,Yes,No,Yes,Yes,Yes,McCain,Independent/unenrolled/Unaffiliated,"Several times a week",McCain,"Two or three times a month",Independent,"Less than once a month",Yes,Yes,No/NS
